Text: вниманиеданный, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: как, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: подсуден, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: препарат, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: на, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: землей, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: человека, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: сущ, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: на, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: которое, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: вереща, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: -с, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: репликация, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: так, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: вирусы, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: создают, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: множество, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: своих, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: коши, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: и, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: из-за, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: этого, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: их, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: сложнее, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: устранить, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: так, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: как, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: вирусы, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: проникают, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: так, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: клетку, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: его, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: не, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: удалить, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: их, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: сложнее, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: устранить., Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: так, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: как, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: вирусы, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: промикают, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: так, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: клетку, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: его, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: не, Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
Text: удалить., Number: 22, Confidence: 0.40, Bbox: [0.0, 82.60920715332031, 2266.494873046875, 2490.028564453125]
