Text: по, Number: 22, Confidence: 0.66, Bbox: [15.366466522216797, 27.99615478515625, 2293.126708984375, 949.7982788085938]
Text: 0,99, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: 0,99, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: -с, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: 9801, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: -с, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: встречаемость, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: генотипа, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: аба, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: +, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: 1, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: -, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: закон, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: Харди-Войкберга., Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: г, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: Р, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: =, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: 0,99, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: 0,99, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: =, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: 0,, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: 9801, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: -, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: встречаемость, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: генотипа, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
Text: АА, Number: 23, Confidence: 0.45, Bbox: [0.7395229339599609, 912.5194702148438, 2294.7041015625, 2590.0]
