Text: выделяет, Number: 22, Confidence: 0.46, Bbox: [6.306446075439453, 25.9046688079834, 2296.7734375, 1204.1717529296875]
Text: ясных, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: обл, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: стали, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: в, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: пределах, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: настоя, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: стоящей, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: австралиек, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: Потому, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: что, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: родной, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: аще, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: сумчатых, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: преобладает, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: повесть, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: стоящее, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: время, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: в, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: австралиек, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: ты, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: вым, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: -с, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: Геологическая, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: теория, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: в, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: том, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: что, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: сумчатые, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: нужны, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: определенные, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: условия, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: для, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: поддержания, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: ниях, Number: 22, Confidence: 0.31, Bbox: [0.0, 1173.8203125, 2302.78857421875, 2543.769287109375]
Text: мя, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: жизнедеятельности, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: поэтому, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: разнообразие, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: праздн, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: их, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: видов, Number: 22, Confidence: 0.31, Bbox: [0.0, 1173.8203125, 2302.78857421875, 2543.769287109375]
Text: сохранилось, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: на, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: определенном, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: ленных, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: матери, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: крах, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: с, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: мутными, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: ум, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: условиями, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: а, Number: 22, Confidence: 0.31, Bbox: [0.0, 1173.8203125, 2302.78857421875, 2543.769287109375]
Text: именно, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: в, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: Австралии, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: и, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: ют, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: америки, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: ках, Number: 22, Confidence: 0.31, Bbox: [0.0, 1173.8203125, 2302.78857421875, 2543.769287109375]
Text: с, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: кутными, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: ум, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: условиями,, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: а, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: именно, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: в, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: Австралии, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: и, Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: ют., Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
Text: Америки., Number: 25, Confidence: 0.31, Bbox: [7.273210525512695, 1201.9566650390625, 2307.070556640625, 2546.601806640625]
