Text: Сл, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: -с, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: заработка, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: и, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: передача, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: сигнала, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: в, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: реакторный, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: центр, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: дальнейшее, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: его, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: -де, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: -с, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: Передача, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: импульса, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: к, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: к, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: рабочему, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: органу, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: -де, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: и, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: его, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: активация, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: рабочего, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: органа, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: Передача, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: импульса, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: из, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: рефлекторного, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: центра, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: на, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: двигательный, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: нейрон, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: no25, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: -с, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: Для, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: дых, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: рапорты, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: крови, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: по, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: всему, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: телу, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: жирарда, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: сердцу, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: требуется, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: больше, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: усилий, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: из-за, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: из-за, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: высокого, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: роста, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: животного, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: что, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: и, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: при, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: причиной, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: такого, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: прич, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: валкого, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: артериального, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: крепления, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: см, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: мит, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: -де, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: при, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: Кричиной, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: такого, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: прич, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: вького, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: артериального, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: деепления., Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: См., Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: мит, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
Text: No2, Number: 22, Confidence: 0.32, Bbox: [15.331392288208008, 37.05234909057617, 2280.95458984375, 751.80908203125]
