Text: давав, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: вск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: вск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: вск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: вск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: вск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: вск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: вск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: вск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: вск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: вск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: вск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: вск, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: нет, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: Жаном, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: кисти, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: нет, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: гиперон, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: а, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: психоза, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: о, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: схем, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: кисти, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: давав, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: анартрия, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: оз, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: нет, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: гипертиреоза, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: нет, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: Жаном, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: книги, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: нет, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: гипертилосоза, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: нет, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: аном, Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
Text: книги., Number: 28, Confidence: 0.72, Bbox: [11.089138984680176, 6.065372467041016, 2309.177734375, 2380.216552734375]
