Text: no22-д, Number: 22, Confidence: 0.46, Bbox: [17.166120529174805, 56.5305290222168, 2310.0, 1538.675537109375]
Text: настояние, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: давление, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: кровь, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: на, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: в, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: сонных, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: артериях, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: жирафа, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: больше, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: чем, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: у, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: человека, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: давление, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: кровь, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: на, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: в, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: сонных, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: артериях, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: жирафа, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: больше,, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: чем, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: у, Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
Text: человека., Number: 22, Confidence: 0.59, Bbox: [10.011964797973633, 1488.6217041015625, 2299.50830078125, 2586.649658203125]
