Text: ав, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: б, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: конечности, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: человека, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: следовательно, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: плотность, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: соединительной, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: ткани, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: Также, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: косности, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: жирарда, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: более, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: разбитые, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: чем, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: у, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: пельмене, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: жирыра, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: более, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: разбитые, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: чем, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: у, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
Text: чельбене, Number: 24, Confidence: 0.33, Bbox: [51.21455764770508, 1741.3795166015625, 2310.0, 2590.0]
